5285210	Verona	Verona		37.62688	-121.88135	P	PPL	US		CA	001			0	96	93	America/Los_Angeles	2010-02-19
5322432	Adobe Corner	Adobe Corner		37.42605	-122.26636	P	PPL	US		CA	081			0	118	123	America/Los_Angeles	2006-01-15
5322737	Alameda	Alameda	Alameda,Alamida,Alaminta,a la mi da,aelleomida,alamda  kalyfrnya,alameda,alamyda,arameda,Αλαμήντα,Аламеда,Аламида,آلامدا، کالیفرنیا,ألاميدا,अलामेदा,アラメダ,阿拉米達,앨러미다	37.76521	-122.24164	P	PPL	US		CA	001			78630	10	12	America/Los_Angeles	2017-03-09
5322850	Albany	Albany	Albany,O'Shean's View,Ocean View,Olbani,albany,albany  kalyfrnya,albany  kylyfwrnya,ao bai ni,elbani,olbeoni,Олбани,Олбані,آلبانی، کالیفرنیا,ألباني,البانی، کیلیفورنیا,एल्बानी,奧柏尼,올버니	37.88687	-122.29775	P	PPL	US		CA	001			19735	13	13	America/Los_Angeles	2017-03-09
5322894	Albrae	Albrae	Albrae,Albrae Station	37.49549	-121.98941	P	PPLX	US		CA	001			0	3	0	America/Los_Angeles	2018-04-18
5323564	Altamont	Altamont	Altamont,The Summit	37.74382	-121.66273	P	PPL	US		CA	001			0	225	228	America/Los_Angeles	2006-01-15
5323644	Amanico Ergina Village	Amanico Ergina Village		37.78243	-122.43664	P	PPLX	US		CA	075			0	41	44	America/Los_Angeles	2007-02-14
5323968	Andry Mobile Home Park	Andry Mobile Home Park		37.68271	-122.39775	P	PPLX	US		CA	081			0	59	59	America/Los_Angeles	2007-02-14
5324942	Asco	Asco		37.68299	-121.87273	P	PPL	US		CA	001			0	107	106	America/Los_Angeles	2006-01-15
5325011	Ashland	Ashland	Ashland,San Leandro South	37.69465	-122.11385	P	PPL	US		CA	001			21925	14	11	America/Los_Angeles	2011-05-14
5325147	Atherton	Atherton	Adurtun,Aterton,Atherton,Fair Oaks,a se dun,atharatana,athrtwn,atrtwn  kalyfrnya,Адъртън,Атертон,آترتون، کالیفرنیا,آتھرتن، کیلیفورنیا,أثرتون,आथरटन,阿瑟顿	37.46133	-122.19774	P	PPL	US		CA	081			7167	18	19	America/Los_Angeles	2017-03-09
5326526	Baumberg	Baumberg	Arff Station,Baumberg,Baumberg Station	37.62077	-122.10024	P	PPLX	US		CA	001			0	4	3	America/Los_Angeles	2018-04-18
5326621	South Beach	South Beach		37.78298	-122.38969	P	PPLX	US		CA	075			0	4	7	America/Los_Angeles	2011-05-27
5326626	Bayview District	Bayview District		37.7341	-122.39136	P	PPLX	US		CA	075			0	22	23	America/Los_Angeles	2006-07-14
5326645	Bayshore	Bayshore	Bay Shore,Bayshore	37.70632	-122.4133	P	PPLX	US		CA	081			0	14	10	America/Los_Angeles	2006-07-12
5327393	Belle Haven	Belle Haven		37.47639	-122.15861	P	PPLX	US		CA	081			0	4	3	America/Los_Angeles	2018-04-18
5327397	Belle Monte	Belle Monte		37.5191	-122.29691	P	PPL	US		CA	081			0	73	79	America/Los_Angeles	2006-01-15
5327442	Bellvale	Bellvale		37.31189	-122.32108	P	PPL	US		CA	081			0	67	72	America/Los_Angeles	2006-01-15
5327455	Belmont	Belmont	Belmont,Portezuelo de las Pulgas,bei er meng te,belamonta,blmwnt  kalyfrnya,bylmwnt,Белмонт,بلمونت، کالیفرنیا,بيلمونت,बेलमोन्ट,贝尔蒙特	37.52021	-122.2758	P	PPL	US		CA	081			27218	13	10	America/Los_Angeles	2017-03-09
5327684	Berkeley	Berkeley	Berkeleia,Berkeley,Berkli,Berklis,Burkli,Bērkli,Gorad Berkli,JBK,bakure,bakuri,barkali,barkeli,barkli,beokeulli,bo ke li,brkly  kalyfrnya,brqly,byrkyly,Беркли,Берклі,Бъркли,Горад Берклі,ברקלי,برکلی، کالیفرنیا,برکلے,بيركيلي,बर्कली,बर्केली,बर्क्ली,ბერკლი,バークリー,バークレー,伯克利,버클리	37.87159	-122.27275	P	PPL	US		CA	001			120972	52	55	America/Los_Angeles	2017-03-09
5330786	Brightside	Brightside	Brightside,Brightside Station	37.5991	-121.9244	P	PPL	US		CA	001			0	62	63	America/Los_Angeles	2006-01-15
5330810	Brisbane	Brisbane	Brisbane,Brisben,Brizbejn,Visitacion City,brisabena,brysbany,brysbyn  kalyfrnya,bu li si ban,Бризбейн,Бризбејн,Брисбен,بريسباني,بریسبین، کالیفرنیا,ब्रिसबेन,布里斯班	37.68077	-122.39997	P	PPL	US		CA	081			4717	33	38	America/Los_Angeles	2017-03-09
5330854	Broadmoor	Broadmoor		37.6866	-122.48275	P	PPL	US		CA	081			4176	106	111	America/Los_Angeles	2011-05-14
5330857	Broadmoor Village	Broadmoor Village	Broadmoor,Broadmoor Village	37.68993	-122.48108	P	PPL	US		CA	081			0	53	53	America/Los_Angeles	2006-01-15
5330943	Brookfield Village	Brookfield Village		37.73521	-122.18608	P	PPLX	US		CA	001			0	6	5	America/Los_Angeles	2007-02-14
5330975	Brookshire	Brookshire		37.75909	-122.02829	P	PPL	US		CA	001			0	177	171	America/Los_Angeles	2006-01-15
5331920	Burlingame	Burlingame	Berlingejm,Berlingem,Burlingejm,barlingema,beolling-geim,bo ling ge mu,brlyngym  kalyfrnya,bwrlynghamy,Берлингем,Берлингејм,Бурлінгейм,Бърлингейм,برلینگیم، کالیفرنیا,بورلينغامي,बर्लिङ्गेम,伯灵格姆,벌링게임	37.5841	-122.36608	P	PPL	US		CA	081			30459	12	12	America/Los_Angeles	2017-03-09
5332146	Butano Park	Butano Park		37.23328	-122.32719	P	PPL	US		CA	081			0	91	133	America/Los_Angeles	2006-01-15
5333733	Campbell Village	Campbell Village		37.80826	-122.29886	P	PPLX	US		CA	001			0	5	6	America/Los_Angeles	2007-02-14
5333937	Canyon	Canyon	Canyon,Sequoya	37.83067	-122.16599	P	PPL	US		CA	001			0	348	219	America/Los_Angeles	2016-04-25
5334410	Carpenter	Carpenter		37.61327	-122.04441	P	PPLX	US		CA	001			0	11	7	America/Los_Angeles	2018-04-18
5334928	Castro Valley	Castro Valley	Castro Valley,Kastro Vali,kaeseuteulobaelli,kyastro bhyali,Кастро Вали,क्यास्ट्रो भ्याली,캐스트로밸리	37.6941	-122.08635	P	PPL	US		CA	001			61388	50	49	America/Los_Angeles	2011-05-14
5335412	Centerville District	Centerville District		37.5541	-121.99913	P	PPLX	US		CA	001			0	16	18	America/Los_Angeles	2018-04-18
5336190	Cherryland	Cherryland		37.67938	-122.1033	P	PPL	US		CA	001			14728	20	18	America/Los_Angeles	2011-05-14
5336475	Chinatown	Chinatown		37.79993	-122.27025	P	PPLX	US		CA	001			0	12	13	America/Los_Angeles	2006-07-12
5336477	Chinatown	Chinatown		37.7966	-122.40858	P	PPLX	US		CA	075			100574	29	33	America/Los_Angeles	2017-12-06
5338029	Clinton (historical)	Clinton (historical)		37.79632	-122.25136	P	PPLQ	US		CA	001			0	12	10	America/Los_Angeles	2011-12-12
5338703	Colma	Colma	Colma,Kolma,School House Station,Sutter's Fort,Sutter's Mill,ke er ma,kolma,kwlma,kwlma  kalyfrnya,Колма,كولما,کولما، کالیفرنیا,कोल्मा,科尔马	37.67688	-122.45969	P	PPL	US		CA	081			1520	37	36	America/Los_Angeles	2017-03-09
5340468	Cragmont	Cragmont		37.8952	-122.26497	P	PPLX	US		CA	001			0	230	230	America/Los_Angeles	2007-02-14
5341183	Curtner	Curtner		37.46966	-121.92357	P	PPLX	US		CA	001			0	9	8	America/Los_Angeles	2018-04-18
5341430	Daly City	Daly City	Daly City,Dalyurbo,Dejli Siti,Dejli-Siti,Lungsod ng Daly,Thanh pho Daly,Thành phố Daly,dai li cheng,daly syty,deillisiti,deirishiti,deli siti,dyly syty  kalyfrnya,Дейли Сити,Дейли-Сити,Дејли Сити,دالي سيتي,دیلی سیتی، کالیفرنیا,ڈالی سٹی,ڈالی سٹی، کیلیفورنیا,डेली सिटी,デイリーシティ,戴利城,데일리시티	37.70577	-122.46192	P	PPL	US		CA	081			106562	124	123	America/Los_Angeles	2017-03-09
5342038	Dearborn Park	Dearborn Park		37.25883	-122.31803	P	PPL	US		CA	081			0	60	92	America/Los_Angeles	2006-01-15
5342947	Devonshire	Devonshire		37.50133	-122.28386	P	PPL	US		CA	081			0	124	120	America/Los_Angeles	2006-01-15
5343013	Diamond Heights Village	Diamond Heights Village		37.74576	-122.44164	P	PPLX	US		CA	075			0	200	191	America/Los_Angeles	2010-02-19
5343409	Doelger City	Doelger City		37.75743	-122.49164	P	PPLX	US		CA	075			0	85	86	America/Los_Angeles	2007-02-14
5343796	Dougherty	Dougherty		37.71104	-121.90968	P	PPL	US		CA	001			0	106	104	America/Los_Angeles	2006-01-15
5343945	Dresser	Dresser	Alston,Dresser,Dresser Siding,Merienda	37.59243	-121.95579	P	PPLX	US		CA	001			0	31	37	America/Los_Angeles	2018-04-18
5343950	Drawbridge (historical)	Drawbridge (historical)	Drawbridge (historical),Saline City	37.46633	-121.97496	P	PPLQ	US		CA	001			0	3	-1	America/Los_Angeles	2011-12-12
5344157	Dublin	Dublin	Amador,Dablin,Dougherty's Station,Dublin,dablina,deobeullin,dou bo lin,dwblyn,dwblyn  kalyfrnya,Даблин,Дублин,Дублін,Дъблин,دوبلين,دوبلین، کالیفرنیا,ڈبلن، کیلیفورنیا,डब्लिन,都伯林,더블린	37.70215	-121.93579	P	PPL	US		CA	001			57721	112	108	America/Los_Angeles	2017-03-09
5345032	East Palo Alto	East Palo Alto	Aslagang Palo Alto,East Palo Alto,Ist Palo Alto,Ist-Palo-Al'to,Iztochen Palo Alto,Ravenswood,Silangang Palo Alto,aast balw altw,ayst palw altw  kalyfrnya,dong pa luo ao tu,ista palo alto,Іст-Пало-Альто,Източен Пало Алто,Ист Пало Алто,إاست بالو ألتو,ایست پالو آلتو، کالیفرنیا,مشرقی پالو آلٹو، کیلیفورنیا,इस्ट पालो अल्टो,东帕罗奥图	37.46883	-122.14108	P	PPL	US		CA	081			29662	6	3	America/Los_Angeles	2017-03-09
5345044	East Pleasanton	East Pleasanton	East Pleasanton,East Pleasanton Siding	37.67354	-121.82996	P	PPL	US		CA	001			0	118	115	America/Los_Angeles	2006-01-15
5345162	Eastmont	Eastmont		37.7691	-122.17219	P	PPLX	US		CA	001			0	29	25	America/Los_Angeles	2007-02-14
5345262	Eberly	Eberly	Eberly,Eberly Station	37.57244	-121.99329	P	PPLX	US		CA	001			0	14	17	America/Los_Angeles	2018-04-18
5345366	Edgemar	Edgemar		37.65382	-122.49081	P	PPLX	US		CA	081			0	39	43	America/Los_Angeles	2018-04-18
5345716	El Granada	El Granada		37.50272	-122.46942	P	PPL	US		CA	081			5467	12	10	America/Los_Angeles	2011-05-14
5345718	El Granada Mobile Home Park	El Granada Mobile Home Park		37.50855	-122.49942	P	PPL	US		CA	081			0	9	7	America/Los_Angeles	2006-01-15
5345997	Eldton	Eldton		37.72604	-122.44942	P	PPLX	US		CA	075			0	91	87	America/Los_Angeles	2006-07-12
5346222	Elliot (historical)	Elliot (historical)	Eliot Siding,Elliot (historical)	37.67271	-121.83884	P	PPLQ	US		CA	001			0	113	110	America/Los_Angeles	2011-12-12
5346296	Elmhurst	Elmhurst		37.75187	-122.17191	P	PPLX	US		CA	001			0	12	11	America/Los_Angeles	2007-02-14
5346410	Emerald Lake	Emerald Lake		37.4666	-122.26302	P	PPL	US		CA	081			0	84	93	America/Los_Angeles	2010-02-19
5346413	Emerald Lake Hills	Emerald Lake Hills		37.46466	-122.26802	P	PPL	US		CA	081			4278	159	158	America/Los_Angeles	2011-05-14
5346462	Emeryville	Emeryville	Ehmerivill,Emerivil,Emerivill,Emerivill',Emeryville,Golden Gate Village,JEM,ai mo li wei er,amry wyl  kalyfrnya,amyryfyly,emeolibil,emeribhila,emeribiru,Емеривил,Емерівілль,Эмеривилл,إميريفيلي,امری ویل، کالیفرنیا,एमेरीभिल,エメリービル,愛莫利維爾,에머리빌	37.83132	-122.28525	P	PPL	US		CA	001			11694	7	10	America/Los_Angeles	2017-12-16
5347397	Fairview	Fairview		37.67854	-122.0458	P	PPL	US		CA	001			10003	183	174	America/Los_Angeles	2011-05-14
5347447	Fairway Park	Fairway Park		37.62077	-122.48831	P	PPLX	US		CA	081			0	12	9	America/Los_Angeles	2018-04-18
5347725	Farm Hills	Farm Hills		37.4566	-122.25552	P	PPLX	US		CA	081			0	126	130	America/Los_Angeles	2010-02-19
5347770	Farwell	Farwell	Farwell,Farwell Station,Stonybrook	37.59827	-121.94524	P	PPL	US		CA	001			0	65	72	America/Los_Angeles	2006-01-15
5348024	Fernside	Fernside		37.76521	-122.22886	P	PPLX	US		CA	001			0	4	5	America/Los_Angeles	2007-02-14
5349923	Forest Hill	Forest Hill		37.74743	-122.46358	P	PPLX	US		CA	075			0	184	181	America/Los_Angeles	2010-02-19
5350066	Fort McDowell	Fort McDowell	East Garrison,Fort McDowell	37.8627	-122.42275	P	PPL	US		CA	075			0	30	38	America/Los_Angeles	2010-02-19
5350113	Fort Winfield Scott	Fort Winfield Scott	Castillo de San Joaquin,Fort Scott,Fort Winfield Scott	37.8016	-122.47358	P	PPLX	US		CA	075			0	71	68	America/Los_Angeles	2018-04-18
5350159	Foster City	Foster City	Foster Siti,Foster-Siti,Fostur Siti,fosutashiti,fu si te cheng,fwstr syty  kalyfrnya,fwstyr syty,phastara siti,Фостер Сити,Фостер-Сіті,Фостър Сити,فوستر سیتی، کالیفرنیا,فوستير سيتي,فوسٹر سٹی، کیلیفورنیا,फस्टर सिटी,フォスターシティ,福斯特城	37.55855	-122.27108	P	PPL	US		CA	081			33477	2	3	America/Los_Angeles	2017-03-09
5350460	Franciscan Mobile Home Park	Franciscan Mobile Home Park		37.68799	-122.45053	P	PPLX	US		CA	081			0	114	107	America/Los_Angeles	2007-02-14
5350734	Fremont	Fremont	Centerville,Centreville,Fremont,Fremontas,Frimont,Hardscrabble,Irvington,Mission San Jose,Nikes,Warm Springs,fei li meng,frymant  kalyfrnya,frymwnt,furimonto,peulimonteu,phremonta,phrimamta,prymwnt,Фремонт,Фримонт,פרימונט,فريمونت,فریمانت، کالیفرنیا,فریمونٹ,فریمونٹ، کیلیفورنیا,फ्रिमाँट,फ्रेमोन्ट,フリーモント,費利蒙,프리몬트	37.54827	-121.98857	P	PPL	US		CA	001			232206	17	18	America/Los_Angeles	2017-03-09
5351056	Friendship Village	Friendship Village		37.77826	-122.43053	P	PPLX	US		CA	075			0	32	34	America/Los_Angeles	2007-02-14
5352487	Glenridge	Glenridge		37.7391	-122.43692	P	PPLX	US		CA	075			0	153	146	America/Los_Angeles	2007-02-14
5352760	Gold Mine Hill	Gold Mine Hill		37.74188	-122.43803	P	PPLX	US		CA	075			0	194	187	America/Los_Angeles	2007-02-14
5353248	Grabtown	Grabtown	Gilbert's Camp,Grabtown	37.42216	-122.34386	P	PPL	US		CA	081			0	490	503	America/Los_Angeles	2006-01-15
5354234	Greenville (historical)	Greenville (historical)		37.71993	-121.69912	P	PPLQ	US		CA	001			0	178	176	America/Los_Angeles	2011-12-12
5354822	Hacienda Mobile Home Park	Hacienda Mobile Home Park		37.66632	-121.84746	P	PPLX	US		CA	001			0	122	119	America/Los_Angeles	2007-02-14
5354895	Haight-Ashbury	Haight-Ashbury	Ashbury Heights,The Haight,The Upper Haight	37.76993	-122.44692	P	PPLX	US		CA	075			0	81	86	America/Los_Angeles	2017-04-19
5354943	Half Moon Bay	Half Moon Bay	Half Moon Bay,Halfmoon Bay,Khaf Mun Bej,Khalf Mun Bej,San Benito,San Benitos,Spanish Town,Spanishtown,ban yue wan,haf mwn by,hafumunbei,half mwwn bay,hapha muna be,Халф Мун Бей,Хаф Мун Беј,هاف مون بی,هالف موون باي,हाफ मून बे,ハーフムーンベイ,半月灣	37.46355	-122.42859	P	PPL	US		CA	081			12657	22	21	America/Los_Angeles	2017-03-09
5355001	Hall Station	Hall Station	Hall,Hall Station	37.5866	-122.06524	P	PPL	US		CA	001			0	5	3	America/Los_Angeles	2006-01-15
5355040	Halvern	Halvern		37.62521	-122.05246	P	PPLX	US		CA	001			0	6	3	America/Los_Angeles	2018-04-18
